"","full_name","position","team","targets","rec","rec_yards","air_yards","yac","td","adot","racr","ms_air","tgt_share","wopr","ppr"
"257","Deon Yelder","TE","KC",4,3,50,38,32,0,9.5,1.32,0.03,0.03,0.07,8
"258","Drew Sample","TE","CIN",6,5,30,52,16,0,8.7,0.58,0.03,0.03,0.07,8
"259","Lance Kendricks","TE","LAC",7,3,50,97,7,0,13.9,0.52,0.07,0.04,0.12,8
"260","Nick Vannett","TE","SEA",5,4,38,46,3,0,9.2,0.83,0.05,0.05,0.1,7.8
"261","Trevon Wesco","TE","NYJ",3,2,47,8,40,0,2.7,5.88,0.01,0.02,0.03,6.9
"262","Geremy Davis","WR","LAC",3,3,38,36,2,0,12,1.06,0.02,0.01,0.03,6.8
"263","Johnny Mundt","TE","LA",7,4,26,24,10,0,3.4,1.08,0.01,0.03,0.05,6.6
"264","Jason Moore","WR","LAC",5,2,43,119,6,0,23.8,0.36,0.05,0.02,0.07,6.3
"265","Devin Funchess","WR","IND",5,3,32,49,6,0,9.8,0.65,0.31,0.19,0.49,6.2
"266","Johnny Holton","WR","PIT",15,3,21,377,10,0,25.1,0.06,0.12,0.04,0.14,6
"267","Cody Core","WR","NYG",5,3,28,32,3,0,6.4,0.88,0.02,0.02,0.04,5.8
"268","Donte Moncrief","WR","PIT",15,4,18,202,3,0,13.5,0.09,0.16,0.11,0.27,5.8
"269","Andre Roberts","WR","BUF",7,3,20,109,5,0,15.6,0.18,0.03,0.02,0.05,5.7
"270","Steven Mitchell","WR","HOU",6,2,37,101,14,0,16.8,0.37,0.21,0.09,0.29,5.7
"271","Russell Shepard","WR","NYG",8,3,25,72,13,0,9,0.35,0.1,0.1,0.22,5.5
"272","Gunner Olszewski","WR","NE",4,2,34,24,16,0,6,1.42,0.01,0.01,0.03,5.4
"273","Ryan Grant","WR","OAK",9,4,14,35,5,0,3.9,0.4,0.08,0.14,0.26,5.4
"274","C.J. Board","WR","JAC",4,2,31,31,6,0,7.8,1,0.05,0.05,0.11,5.1
"275","Chris Moore","WR","BAL",5,3,21,61,10,0,12.2,0.34,0.04,0.03,0.07,5.1
"276","Marqise Lee","WR","JAC",4,3,18,18,5,0,4.5,1,0.02,0.03,0.05,4.9
"277","Stanley Morgan","WR","CIN",10,3,18,57,10,0,5.7,0.32,0.03,0.04,0.07,4.8
"278","Pharaoh Brown","TE","CLE",3,2,27,36,14,0,12,0.75,0.02,0.01,0.03,4.7
"279","Tanner Hudson","TE","TB",5,2,26,55,2,0,11,0.47,0.03,0.03,0.07,4.6
"280","Dan Arnold","TE","NO",4,2,25,49,2,0,12.2,0.51,0.1,0.05,0.14,4.5
"281","Josh Oliver","TE","JAC",6,3,15,44,5,0,7.3,0.34,0.04,0.05,0.1,4.5
"282","Fred Brown","WR","DEN",3,2,21,34,0,0,11.3,0.62,0.03,0.02,0.05,4.1
"283","Josh Bellamy","WR","NYJ",3,2,20,23,10,0,7.7,0.87,0.03,0.02,0.05,4
"284","Trevor Davis","WR","GB",1,1,28,18,10,0,18,1.56,0.03,0.02,0.05,3.8
"285","Ashton Dulin","WR","IND",2,2,17,-6,23,0,-3,-2.83,0,0.01,0.01,3.7
"286","Michael Walker","WR","JAC",3,2,15,12,7,0,4,1.25,0.01,0.01,0.02,3.5
"287","Mike Thomas","WR","LA",5,2,14,51,10,0,10.2,0.27,0.03,0.02,0.05,3.4
"288","Jacob Hollister","TE","TEN",2,2,13,10,3,0,5,1.3,0.01,0.03,0.05,3.3
"289","Levine Toilolo","TE","SF",2,2,10,-3,13,0,-1.5,-3.33,-0.01,0.02,0.03,3
"290","Sean Culkin","TE","LAC",2,1,12,19,0,0,9.5,0.63,0.02,0.02,0.04,2.2
"291","Antony Auclair","TE","TB",3,1,11,2,8,0,0.7,5.5,0,0.02,0.03,2.1
"292","Chris Manhertz","TE","CAR",1,1,11,2,9,0,2,5.5,0,0.01,0.02,2.1
"293","John Ursua","WR","SEA",1,1,11,11,0,0,11,1,0.04,0.02,0.07,2.1
"294","Austin Carr","WR","NO",4,1,9,41,4,0,10.2,0.22,0.08,0.05,0.13,1.9
"295","Ben Koyack","TE","JAC",3,1,9,5,3,0,1.7,1.8,0,0.02,0.03,1.9
"296","Jordan Thomas","TE","HOU",3,1,8,8,3,0,2.7,1,0.03,0.08,0.14,1.8
"297","Chris Herndon","TE","NYJ",2,1,7,12,5,0,6,0.58,0.05,0.07,0.13,1.7
"298","Dwayne Harris","WR","OAK",1,1,7,0,7,0,0,Inf,0,0.01,0.02,1.7
"299","Dalton Schultz","TE","DAL",2,1,6,20,1,0,10,0.3,0.01,0.01,0.02,1.6
"300","Jaleel Scott","WR","BAL",3,1,6,39,6,0,13,0.15,0.29,0.14,0.42,1.6
"301","Darrell Daniels","TE","ARI",3,1,4,22,0,0,7.3,0.18,0.01,0.01,0.03,1.4
"302","Krishawn Hogan","WR","NO",1,1,4,2,2,0,2,2,0.01,0.02,0.04,1.4
"303","Zach Gentry","TE","PIT",1,1,4,2,2,0,2,2,0,0.02,0.03,1.4
"304","Quincy Enunwa","WR","NYJ",3,1,-4,47,-4,0,15.7,-0.09,0.21,0.07,0.26,0.6
"305","Garrett Celek","TE","SF",0,0,0,0,0,0,NA,NA,0,0,0,0
"306","Greg Dortch","WR","CAR",0,0,0,0,0,0,NA,NA,0,0,0,0
"307","J.P. Holtz","TE","WAS",0,0,0,0,0,0,NA,NA,0,0,0,0
"308","Jace Sternberger","TE","GB",1,0,0,13,0,0,13,0,0.01,0.01,0.02,0
"309","JoJo Natson","WR","LA",0,0,0,0,0,0,NA,NA,0,0,0,0
"310","Juwann Winfree","WR","DEN",0,0,0,0,0,0,NA,NA,0,0,0,0
"311","Mack Hollins","WR","MIA",1,0,0,33,0,0,33,0,0.03,0.01,0.03,0
"312","Matthew Slater","WR","NE",0,0,0,0,0,0,NA,NA,0,0,0,0
"313","Taywan Taylor","WR","CLE",1,0,0,33,0,0,33,0,0.05,0.02,0.06,0
"314","Trevor Davis","WR","MIA",0,0,0,0,0,0,NA,NA,0,0,0,0
